Platform Type	Center	Platform	Level	Sample	Barcode	File Name
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E9-A1NA-11	TCGA-E9-A1NA-11A-33R-A144-07	unc.edu.7b9569bc-f513-4b64-9a7c-7bb53b9be79b.1120910.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E9-A1RB-01	TCGA-E9-A1RB-01A-11R-A157-07	unc.edu.7e2a8676-10a4-4abf-b153-2255e06bcb40.1169545.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0BW-01	TCGA-BH-A0BW-01A-11R-A115-07	unc.edu.7e84df9f-1da5-4add-a5e8-a9d9d8af409c.1141993.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E9-A1NA-01	TCGA-E9-A1NA-01A-11R-A144-07	unc.edu.7edc6614-6c8b-43ec-87dd-7720961bd174.1122114.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0AY-01	TCGA-BH-A0AY-01A-21R-A00Z-07	unc.edu.80817359-b0f0-4bea-ada4-b48bea37f5d2.1158535.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A7-A13E-11	TCGA-A7-A13E-11A-61R-A12P-07	unc.edu.80efdbaa-067b-4018-89b2-b8869bfb9163.1079756.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1LS-01	TCGA-E2-A1LS-01A-12R-A157-07	unc.edu.81239059-614b-46b7-a21e-224ec62e2939.1106224.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E9-A1RC-11	TCGA-E9-A1RC-11A-33R-A157-07	unc.edu.81769714-1765-4b76-8a3a-18f79e314852.1167057.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0H9-01	TCGA-BH-A0H9-01A-11R-A056-07	unc.edu.827431d3-e25a-45b6-9b0f-5732501e2a5b.1150505.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A7-A13F-11	TCGA-A7-A13F-11A-42R-A12P-07	unc.edu.82f3157c-09cc-40d7-872e-59f82f5f31f4.1080221.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0HK-01	TCGA-BH-A0HK-01A-11R-A056-07	unc.edu.85845e8c-e9d7-43c4-8dfc-d7fb0cf85ac5.1149903.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1F2-11	TCGA-BH-A1F2-11A-32R-A13Q-07	unc.edu.85e9922a-0ede-4fea-8338-ead05addef79.1131093.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0C0-11	TCGA-BH-A0C0-11A-21R-A089-07	unc.edu.86c4b2fd-d034-469d-adfa-712055f30dc3.1174943.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1F0-11	TCGA-BH-A1F0-11B-23R-A137-07	unc.edu.889f6f61-9b3a-406c-9af8-ddee74a8a19e.1122777.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0BT-11	TCGA-BH-A0BT-11A-21R-A12P-07	unc.edu.8e31c471-6f4b-4d2d-8594-5c2c91f6e5ef.1130843.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E9-A1N5-11	TCGA-E9-A1N5-11A-41R-A14D-07	unc.edu.8e7ab480-e75d-49a4-98a6-fcdd2ccefaa7.1114654.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A209-01	TCGA-BH-A209-01A-11R-A157-07	unc.edu.9073fc5c-a281-4ed2-a66e-5235a5a55098.1115905.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E9-A1NG-01	TCGA-E9-A1NG-01A-21R-A14M-07	unc.edu.91918c5e-3c5c-4674-9a7f-1e93d9cf9949.1121306.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E9-A1N4-11	TCGA-E9-A1N4-11A-33R-A14M-07	unc.edu.922b7051-1447-4e8d-9343-c5521ee45346.1122838.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AC-A23H-11	TCGA-AC-A23H-11A-12R-A157-07	unc.edu.93108690-ccc2-4ae4-89e0-042a654a0228.1129359.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0BM-01	TCGA-BH-A0BM-01A-11R-A056-07	unc.edu.986550fb-92db-4e9f-b79a-6c3023dd63a3.1149914.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1FM-01	TCGA-BH-A1FM-01A-11R-A13Q-07	unc.edu.99157b66-ae2a-4ba2-8b28-5653803063a9.1132847.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0E1-01	TCGA-BH-A0E1-01A-11R-A056-07	unc.edu.9bf836ee-036e-40f2-88fb-cf903a40d9f5.1150466.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1EU-11	TCGA-BH-A1EU-11A-23R-A137-07	unc.edu.9e12314d-d1f0-44be-93f7-e50a56f86b46.1125719.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18J-11	TCGA-BH-A18J-11A-31R-A12D-07	unc.edu.9fa440b0-6e8d-4c48-a425-50abc2682f6e.1130694.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0BC-01	TCGA-BH-A0BC-01A-22R-A084-07	unc.edu.9fc55d1c-ecb6-4406-bf25-34f59a0dcfec.1153973.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A208-11	TCGA-BH-A208-11A-51R-A157-07	unc.edu.a0ac3d9f-7700-4319-929a-fb51d85c9d49.1128680.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1F6-11	TCGA-BH-A1F6-11B-94R-A13Q-07	unc.edu.a248476b-7c40-42c6-905b-b9c3ba6b2aed.1130792.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1LS-11	TCGA-E2-A1LS-11A-32R-A157-07	unc.edu.a2c2973d-0af5-4065-a5b0-1dd73abdc581.1104840.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1BC-01	TCGA-E2-A1BC-01A-11R-A12P-07	unc.edu.a2cf164c-5b26-43eb-9de9-d1d457a5de06.1341762.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E9-A1NG-11	TCGA-E9-A1NG-11A-52R-A14M-07	unc.edu.a4172e12-2a82-436e-8cb9-a532dc0e9ec4.1117925.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A7-A0CH-11	TCGA-A7-A0CH-11A-32R-A089-07	unc.edu.a4b19504-8f04-48db-b88b-d76b8b3c3881.2319194.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0HA-11	TCGA-BH-A0HA-11A-31R-A12P-07	unc.edu.a521a6fa-da2b-48ef-94e8-3307030427b6.1174895.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0DG-01	TCGA-BH-A0DG-01A-21R-A12P-07	unc.edu.a6b72c40-c921-4159-abad-b64e20619241.1130748.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1EN-01	TCGA-BH-A1EN-01A-11R-A13Q-07	unc.edu.a6db80e4-b161-412d-932a-fe2898a1722f.1120476.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18N-01	TCGA-BH-A18N-01A-11R-A12D-07	unc.edu.a8884443-832f-45bb-96a0-dead699cc7e3.1130907.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A7-A13G-01	TCGA-A7-A13G-01A-11R-A13Q-07	unc.edu.ac567288-88cc-4a65-937e-086655c038df.1122690.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1LB-01	TCGA-E2-A1LB-01A-11R-A144-07	unc.edu.acf1ec71-46a5-4e7b-84b1-55203bca29d8.1118487.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1LB-01	TCGA-E2-A1LB-01A-11R-A144-07	unc.edu.acf1ec71-46a5-4e7b-84b1-55203bca29d8.1120710.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1LB-01	TCGA-E2-A1LB-01A-11R-A144-07	unc.edu.acf1ec71-46a5-4e7b-84b1-55203bca29d8.1120711.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1LB-01	TCGA-E2-A1LB-01A-11R-A144-07	unc.edu.acf1ec71-46a5-4e7b-84b1-55203bca29d8.1120741.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1LB-01	TCGA-E2-A1LB-01A-11R-A144-07	unc.edu.acf1ec71-46a5-4e7b-84b1-55203bca29d8.1120742.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1LB-01	TCGA-E2-A1LB-01A-11R-A144-07	unc.edu.acf1ec71-46a5-4e7b-84b1-55203bca29d8.1765657.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1BC-11	TCGA-E2-A1BC-11A-32R-A12P-07	unc.edu.afe373b9-f1c1-412d-9506-091749d47534.2353840.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1BC-11	TCGA-E2-A1BC-11A-32R-A12P-07	unc.edu.afe373b9-f1c1-412d-9506-091749d47534.2354120.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1BC-11	TCGA-E2-A1BC-11A-32R-A12P-07	unc.edu.afe373b9-f1c1-412d-9506-091749d47534.2354121.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1BC-11	TCGA-E2-A1BC-11A-32R-A12P-07	unc.edu.afe373b9-f1c1-412d-9506-091749d47534.2354133.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1BC-11	TCGA-E2-A1BC-11A-32R-A12P-07	unc.edu.afe373b9-f1c1-412d-9506-091749d47534.2354134.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1BC-11	TCGA-E2-A1BC-11A-32R-A12P-07	unc.edu.afe373b9-f1c1-412d-9506-091749d47534.2354234.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1ET-01	TCGA-BH-A1ET-01A-11R-A137-07	unc.edu.b0388c2e-0793-4084-bcc3-454c2ec88931.1133714.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1ET-01	TCGA-BH-A1ET-01A-11R-A137-07	unc.edu.b0388c2e-0793-4084-bcc3-454c2ec88931.1133715.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1ET-01	TCGA-BH-A1ET-01A-11R-A137-07	unc.edu.b0388c2e-0793-4084-bcc3-454c2ec88931.1133741.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1ET-01	TCGA-BH-A1ET-01A-11R-A137-07	unc.edu.b0388c2e-0793-4084-bcc3-454c2ec88931.1133742.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1ET-01	TCGA-BH-A1ET-01A-11R-A137-07	unc.edu.b0388c2e-0793-4084-bcc3-454c2ec88931.1766092.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18R-01	TCGA-BH-A18R-01A-11R-A12D-07	unc.edu.b05828bc-eb75-4220-9972-6c6d62fa5303.1131811.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18R-01	TCGA-BH-A18R-01A-11R-A12D-07	unc.edu.b05828bc-eb75-4220-9972-6c6d62fa5303.1134340.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18R-01	TCGA-BH-A18R-01A-11R-A12D-07	unc.edu.b05828bc-eb75-4220-9972-6c6d62fa5303.1134341.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18R-01	TCGA-BH-A18R-01A-11R-A12D-07	unc.edu.b05828bc-eb75-4220-9972-6c6d62fa5303.1134412.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18R-01	TCGA-BH-A18R-01A-11R-A12D-07	unc.edu.b05828bc-eb75-4220-9972-6c6d62fa5303.1134417.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18R-01	TCGA-BH-A18R-01A-11R-A12D-07	unc.edu.b05828bc-eb75-4220-9972-6c6d62fa5303.1766897.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1LB-11	TCGA-E2-A1LB-11A-22R-A144-07	unc.edu.b34ad5ac-c581-4747-88db-e2d52fa7e463.1120311.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1LB-11	TCGA-E2-A1LB-11A-22R-A144-07	unc.edu.b34ad5ac-c581-4747-88db-e2d52fa7e463.1122124.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1LB-11	TCGA-E2-A1LB-11A-22R-A144-07	unc.edu.b34ad5ac-c581-4747-88db-e2d52fa7e463.1122125.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1LB-11	TCGA-E2-A1LB-11A-22R-A144-07	unc.edu.b34ad5ac-c581-4747-88db-e2d52fa7e463.1122166.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1LB-11	TCGA-E2-A1LB-11A-22R-A144-07	unc.edu.b34ad5ac-c581-4747-88db-e2d52fa7e463.1122169.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1LB-11	TCGA-E2-A1LB-11A-22R-A144-07	unc.edu.b34ad5ac-c581-4747-88db-e2d52fa7e463.1765659.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A153-11	TCGA-E2-A153-11A-31R-A12D-07	unc.edu.b5ab3b76-36f6-45a7-acad-77288da0d13c.1126608.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A153-11	TCGA-E2-A153-11A-31R-A12D-07	unc.edu.b5ab3b76-36f6-45a7-acad-77288da0d13c.1129207.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A153-11	TCGA-E2-A153-11A-31R-A12D-07	unc.edu.b5ab3b76-36f6-45a7-acad-77288da0d13c.1129208.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A153-11	TCGA-E2-A153-11A-31R-A12D-07	unc.edu.b5ab3b76-36f6-45a7-acad-77288da0d13c.1130611.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A153-11	TCGA-E2-A153-11A-31R-A12D-07	unc.edu.b5ab3b76-36f6-45a7-acad-77288da0d13c.1130618.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A153-11	TCGA-E2-A153-11A-31R-A12D-07	unc.edu.b5ab3b76-36f6-45a7-acad-77288da0d13c.1766460.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-GI-A2C9-01	TCGA-GI-A2C9-01A-11R-A21T-07	unc.edu.b5b8fdd8-c4df-4f79-aed5-23ac41f75f18.1340881.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-GI-A2C9-01	TCGA-GI-A2C9-01A-11R-A21T-07	unc.edu.b5b8fdd8-c4df-4f79-aed5-23ac41f75f18.1349439.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-GI-A2C9-01	TCGA-GI-A2C9-01A-11R-A21T-07	unc.edu.b5b8fdd8-c4df-4f79-aed5-23ac41f75f18.1349440.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-GI-A2C9-01	TCGA-GI-A2C9-01A-11R-A21T-07	unc.edu.b5b8fdd8-c4df-4f79-aed5-23ac41f75f18.1349498.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-GI-A2C9-01	TCGA-GI-A2C9-01A-11R-A21T-07	unc.edu.b5b8fdd8-c4df-4f79-aed5-23ac41f75f18.1349499.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-GI-A2C9-01	TCGA-GI-A2C9-01A-11R-A21T-07	unc.edu.b5b8fdd8-c4df-4f79-aed5-23ac41f75f18.1753585.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0E1-11	TCGA-BH-A0E1-11A-13R-A089-07	unc.edu.b6302c6b-2bab-40b1-b835-7f285719fff5.1167313.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0E1-11	TCGA-BH-A0E1-11A-13R-A089-07	unc.edu.b6302c6b-2bab-40b1-b835-7f285719fff5.1170654.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0E1-11	TCGA-BH-A0E1-11A-13R-A089-07	unc.edu.b6302c6b-2bab-40b1-b835-7f285719fff5.1170655.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0E1-11	TCGA-BH-A0E1-11A-13R-A089-07	unc.edu.b6302c6b-2bab-40b1-b835-7f285719fff5.1170714.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0E1-11	TCGA-BH-A0E1-11A-13R-A089-07	unc.edu.b6302c6b-2bab-40b1-b835-7f285719fff5.1170717.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0E1-11	TCGA-BH-A0E1-11A-13R-A089-07	unc.edu.b6302c6b-2bab-40b1-b835-7f285719fff5.1764850.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A7-A13E-01	TCGA-A7-A13E-01A-11R-A12P-07	unc.edu.b7f491a9-eddf-43b1-9baf-862db2d50383.1129273.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A7-A13E-01	TCGA-A7-A13E-01A-11R-A12P-07	unc.edu.b7f491a9-eddf-43b1-9baf-862db2d50383.1133138.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A7-A13E-01	TCGA-A7-A13E-01A-11R-A12P-07	unc.edu.b7f491a9-eddf-43b1-9baf-862db2d50383.1133139.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A7-A13E-01	TCGA-A7-A13E-01A-11R-A12P-07	unc.edu.b7f491a9-eddf-43b1-9baf-862db2d50383.1133153.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A7-A13E-01	TCGA-A7-A13E-01A-11R-A12P-07	unc.edu.b7f491a9-eddf-43b1-9baf-862db2d50383.1133156.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A7-A13E-01	TCGA-A7-A13E-01A-11R-A12P-07	unc.edu.b7f491a9-eddf-43b1-9baf-862db2d50383.1766846.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E9-A1RB-11	TCGA-E9-A1RB-11A-33R-A157-07	unc.edu.b8499b28-1746-4ffd-a183-a765e6d290e3.1165298.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E9-A1RB-11	TCGA-E9-A1RB-11A-33R-A157-07	unc.edu.b8499b28-1746-4ffd-a183-a765e6d290e3.1167971.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E9-A1RB-11	TCGA-E9-A1RB-11A-33R-A157-07	unc.edu.b8499b28-1746-4ffd-a183-a765e6d290e3.1167972.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E9-A1RB-11	TCGA-E9-A1RB-11A-33R-A157-07	unc.edu.b8499b28-1746-4ffd-a183-a765e6d290e3.1168008.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E9-A1RB-11	TCGA-E9-A1RB-11A-33R-A157-07	unc.edu.b8499b28-1746-4ffd-a183-a765e6d290e3.1168011.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E9-A1RB-11	TCGA-E9-A1RB-11A-33R-A157-07	unc.edu.b8499b28-1746-4ffd-a183-a765e6d290e3.1764468.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0B3-11	TCGA-BH-A0B3-11B-21R-A089-07	unc.edu.bc387ac9-46c2-49b5-9dbb-2d2b5ea2d437.1167323.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0B3-11	TCGA-BH-A0B3-11B-21R-A089-07	unc.edu.bc387ac9-46c2-49b5-9dbb-2d2b5ea2d437.1170718.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0B3-11	TCGA-BH-A0B3-11B-21R-A089-07	unc.edu.bc387ac9-46c2-49b5-9dbb-2d2b5ea2d437.1170719.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0B3-11	TCGA-BH-A0B3-11B-21R-A089-07	unc.edu.bc387ac9-46c2-49b5-9dbb-2d2b5ea2d437.1170751.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0B3-11	TCGA-BH-A0B3-11B-21R-A089-07	unc.edu.bc387ac9-46c2-49b5-9dbb-2d2b5ea2d437.1170752.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0B3-11	TCGA-BH-A0B3-11B-21R-A089-07	unc.edu.bc387ac9-46c2-49b5-9dbb-2d2b5ea2d437.1764486.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A153-01	TCGA-E2-A153-01A-12R-A12D-07	unc.edu.be4b0243-555a-4e4b-94fb-af6ba60058d0.1126544.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A153-01	TCGA-E2-A153-01A-12R-A12D-07	unc.edu.be4b0243-555a-4e4b-94fb-af6ba60058d0.1128904.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A153-01	TCGA-E2-A153-01A-12R-A12D-07	unc.edu.be4b0243-555a-4e4b-94fb-af6ba60058d0.1128905.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A153-01	TCGA-E2-A153-01A-12R-A12D-07	unc.edu.be4b0243-555a-4e4b-94fb-af6ba60058d0.1130559.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A153-01	TCGA-E2-A153-01A-12R-A12D-07	unc.edu.be4b0243-555a-4e4b-94fb-af6ba60058d0.1130563.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A153-01	TCGA-E2-A153-01A-12R-A12D-07	unc.edu.be4b0243-555a-4e4b-94fb-af6ba60058d0.1766457.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1EU-01	TCGA-BH-A1EU-01A-11R-A137-07	unc.edu.bfeed1cc-e0f8-493f-a950-829ecb3acccc.1128491.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1EU-01	TCGA-BH-A1EU-01A-11R-A137-07	unc.edu.bfeed1cc-e0f8-493f-a950-829ecb3acccc.1133770.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1EU-01	TCGA-BH-A1EU-01A-11R-A137-07	unc.edu.bfeed1cc-e0f8-493f-a950-829ecb3acccc.1133771.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1EU-01	TCGA-BH-A1EU-01A-11R-A137-07	unc.edu.bfeed1cc-e0f8-493f-a950-829ecb3acccc.1133783.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1EU-01	TCGA-BH-A1EU-01A-11R-A137-07	unc.edu.bfeed1cc-e0f8-493f-a950-829ecb3acccc.1133784.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1EU-01	TCGA-BH-A1EU-01A-11R-A137-07	unc.edu.bfeed1cc-e0f8-493f-a950-829ecb3acccc.1766104.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1EN-11	TCGA-BH-A1EN-11A-23R-A13Q-07	unc.edu.c03683bd-2fe1-4ab2-9a16-796553be5467.1123450.junction_quantification.txt
