PlatformType	Center	Platform	Level	Sample	Barcode	FileName
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-F4-6704-11	TCGA-F4-6704-11A-01R-1839-07	unc.edu.724fedca-f875-401a-9b21-cbcd86002200.1861945.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-F4-6704-11	TCGA-F4-6704-11A-01R-1839-07	unc.edu.724fedca-f875-401a-9b21-cbcd86002200.1861946.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-F4-6704-11	TCGA-F4-6704-11A-01R-1839-07	unc.edu.724fedca-f875-401a-9b21-cbcd86002200.1861993.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3662-01	TCGA-AA-3662-01A-01R-1723-07	unc.edu.72540fd3-40fd-44bb-8114-38b71afa16d0.1785127.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3662-01	TCGA-AA-3662-01A-01R-1723-07	unc.edu.72540fd3-40fd-44bb-8114-38b71afa16d0.1785279.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3662-01	TCGA-AA-3662-01A-01R-1723-07	unc.edu.72540fd3-40fd-44bb-8114-38b71afa16d0.1785280.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3662-01	TCGA-AA-3662-01A-01R-1723-07	unc.edu.72540fd3-40fd-44bb-8114-38b71afa16d0.1785292.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3662-01	TCGA-AA-3662-01A-01R-1723-07	unc.edu.72540fd3-40fd-44bb-8114-38b71afa16d0.1785293.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3662-01	TCGA-AA-3662-01A-01R-1723-07	unc.edu.72540fd3-40fd-44bb-8114-38b71afa16d0.1785299.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5667-01	TCGA-A6-5667-01A-21R-1723-07	unc.edu.76dbad94-73a2-4903-8a6f-3f3b40ce6f48.1784811.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5667-01	TCGA-A6-5667-01A-21R-1723-07	unc.edu.76dbad94-73a2-4903-8a6f-3f3b40ce6f48.1785065.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5667-01	TCGA-A6-5667-01A-21R-1723-07	unc.edu.76dbad94-73a2-4903-8a6f-3f3b40ce6f48.1785066.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5667-01	TCGA-A6-5667-01A-21R-1723-07	unc.edu.76dbad94-73a2-4903-8a6f-3f3b40ce6f48.1785081.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5667-01	TCGA-A6-5667-01A-21R-1723-07	unc.edu.76dbad94-73a2-4903-8a6f-3f3b40ce6f48.1785084.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5667-01	TCGA-A6-5667-01A-21R-1723-07	unc.edu.76dbad94-73a2-4903-8a6f-3f3b40ce6f48.1785266.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5667-11	TCGA-A6-5667-11A-01R-1723-07	unc.edu.798972e4-04d6-498b-9fe8-6ca7c2868da0.1784871.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5667-11	TCGA-A6-5667-11A-01R-1723-07	unc.edu.798972e4-04d6-498b-9fe8-6ca7c2868da0.1785101.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5667-11	TCGA-A6-5667-11A-01R-1723-07	unc.edu.798972e4-04d6-498b-9fe8-6ca7c2868da0.1785102.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5667-11	TCGA-A6-5667-11A-01R-1723-07	unc.edu.798972e4-04d6-498b-9fe8-6ca7c2868da0.1785112.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5667-11	TCGA-A6-5667-11A-01R-1723-07	unc.edu.798972e4-04d6-498b-9fe8-6ca7c2868da0.1785115.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5667-11	TCGA-A6-5667-11A-01R-1723-07	unc.edu.798972e4-04d6-498b-9fe8-6ca7c2868da0.1785269.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3660-01	TCGA-AA-3660-01A-01R-1723-07	unc.edu.7e7bd6d1-e7ee-472c-9c03-abcf2bff5688.1784768.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3660-01	TCGA-AA-3660-01A-01R-1723-07	unc.edu.7e7bd6d1-e7ee-472c-9c03-abcf2bff5688.1785010.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3660-01	TCGA-AA-3660-01A-01R-1723-07	unc.edu.7e7bd6d1-e7ee-472c-9c03-abcf2bff5688.1785011.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3660-01	TCGA-AA-3660-01A-01R-1723-07	unc.edu.7e7bd6d1-e7ee-472c-9c03-abcf2bff5688.1785023.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3660-01	TCGA-AA-3660-01A-01R-1723-07	unc.edu.7e7bd6d1-e7ee-472c-9c03-abcf2bff5688.1785026.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3660-01	TCGA-AA-3660-01A-01R-1723-07	unc.edu.7e7bd6d1-e7ee-472c-9c03-abcf2bff5688.1785267.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2682-01	TCGA-A6-2682-01A-01R-1410-07	unc.edu.85dd63e4-f58f-401d-8a76-cabc67a06fa9.1781251.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2682-01	TCGA-A6-2682-01A-01R-1410-07	unc.edu.85dd63e4-f58f-401d-8a76-cabc67a06fa9.1782297.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2682-01	TCGA-A6-2682-01A-01R-1410-07	unc.edu.85dd63e4-f58f-401d-8a76-cabc67a06fa9.1782298.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2682-01	TCGA-A6-2682-01A-01R-1410-07	unc.edu.85dd63e4-f58f-401d-8a76-cabc67a06fa9.1782498.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2682-01	TCGA-A6-2682-01A-01R-1410-07	unc.edu.85dd63e4-f58f-401d-8a76-cabc67a06fa9.1782501.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2682-01	TCGA-A6-2682-01A-01R-1410-07	unc.edu.85dd63e4-f58f-401d-8a76-cabc67a06fa9.1783332.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3713-01	TCGA-AA-3713-01A-21R-1723-07	unc.edu.86414f87-c2a2-4ecb-92eb-7663492ba76b.1784467.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3713-01	TCGA-AA-3713-01A-21R-1723-07	unc.edu.86414f87-c2a2-4ecb-92eb-7663492ba76b.1784962.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3713-01	TCGA-AA-3713-01A-21R-1723-07	unc.edu.86414f87-c2a2-4ecb-92eb-7663492ba76b.1784963.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3713-01	TCGA-AA-3713-01A-21R-1723-07	unc.edu.86414f87-c2a2-4ecb-92eb-7663492ba76b.1784976.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3713-01	TCGA-AA-3713-01A-21R-1723-07	unc.edu.86414f87-c2a2-4ecb-92eb-7663492ba76b.1784977.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3713-01	TCGA-AA-3713-01A-21R-1723-07	unc.edu.86414f87-c2a2-4ecb-92eb-7663492ba76b.1785271.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6599-11	TCGA-AZ-6599-11A-01R-1774-07	unc.edu.8f01dbbd-6aaa-4efe-a79a-3e32ccbedc90.1972071.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6599-11	TCGA-AZ-6599-11A-01R-1774-07	unc.edu.8f01dbbd-6aaa-4efe-a79a-3e32ccbedc90.1972636.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6599-11	TCGA-AZ-6599-11A-01R-1774-07	unc.edu.8f01dbbd-6aaa-4efe-a79a-3e32ccbedc90.1972637.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6599-11	TCGA-AZ-6599-11A-01R-1774-07	unc.edu.8f01dbbd-6aaa-4efe-a79a-3e32ccbedc90.1972739.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6599-11	TCGA-AZ-6599-11A-01R-1774-07	unc.edu.8f01dbbd-6aaa-4efe-a79a-3e32ccbedc90.1972750.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6599-11	TCGA-AZ-6599-11A-01R-1774-07	unc.edu.8f01dbbd-6aaa-4efe-a79a-3e32ccbedc90.1972881.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3712-11	TCGA-AA-3712-11A-01R-1723-07	unc.edu.95e0c7c1-317c-4645-ba28-1ef598238f5b.2215773.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3712-11	TCGA-AA-3712-11A-01R-1723-07	unc.edu.95e0c7c1-317c-4645-ba28-1ef598238f5b.2216812.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3712-11	TCGA-AA-3712-11A-01R-1723-07	unc.edu.95e0c7c1-317c-4645-ba28-1ef598238f5b.2216813.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3712-11	TCGA-AA-3712-11A-01R-1723-07	unc.edu.95e0c7c1-317c-4645-ba28-1ef598238f5b.2216828.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3712-11	TCGA-AA-3712-11A-01R-1723-07	unc.edu.95e0c7c1-317c-4645-ba28-1ef598238f5b.2216829.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3712-11	TCGA-AA-3712-11A-01R-1723-07	unc.edu.95e0c7c1-317c-4645-ba28-1ef598238f5b.2216976.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2682-11	TCGA-A6-2682-11A-01R-A32Z-07	unc.edu.98270d92-be35-42c5-86fa-371dacb19331.2283210.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2682-11	TCGA-A6-2682-11A-01R-A32Z-07	unc.edu.98270d92-be35-42c5-86fa-371dacb19331.2283626.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2682-11	TCGA-A6-2682-11A-01R-A32Z-07	unc.edu.98270d92-be35-42c5-86fa-371dacb19331.2283627.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2682-11	TCGA-A6-2682-11A-01R-A32Z-07	unc.edu.98270d92-be35-42c5-86fa-371dacb19331.2283639.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2682-11	TCGA-A6-2682-11A-01R-A32Z-07	unc.edu.98270d92-be35-42c5-86fa-371dacb19331.2283640.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2682-11	TCGA-A6-2682-11A-01R-A32Z-07	unc.edu.98270d92-be35-42c5-86fa-371dacb19331.2283731.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6601-11	TCGA-AZ-6601-11A-01R-1774-07	unc.edu.99967caa-2b08-4ac8-8a3b-166661deee81.1864134.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6601-11	TCGA-AZ-6601-11A-01R-1774-07	unc.edu.99967caa-2b08-4ac8-8a3b-166661deee81.1864861.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6601-11	TCGA-AZ-6601-11A-01R-1774-07	unc.edu.99967caa-2b08-4ac8-8a3b-166661deee81.1864862.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6601-11	TCGA-AZ-6601-11A-01R-1774-07	unc.edu.99967caa-2b08-4ac8-8a3b-166661deee81.1864891.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6601-11	TCGA-AZ-6601-11A-01R-1774-07	unc.edu.99967caa-2b08-4ac8-8a3b-166661deee81.1864892.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6601-11	TCGA-AZ-6601-11A-01R-1774-07	unc.edu.99967caa-2b08-4ac8-8a3b-166661deee81.1864962.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3713-11	TCGA-AA-3713-11A-01R-1723-07	unc.edu.9a966df0-da41-4dd8-856a-82b40056c0d1.1784160.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3713-11	TCGA-AA-3713-11A-01R-1723-07	unc.edu.9a966df0-da41-4dd8-856a-82b40056c0d1.1784763.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3713-11	TCGA-AA-3713-11A-01R-1723-07	unc.edu.9a966df0-da41-4dd8-856a-82b40056c0d1.1784764.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3713-11	TCGA-AA-3713-11A-01R-1723-07	unc.edu.9a966df0-da41-4dd8-856a-82b40056c0d1.1784787.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3713-11	TCGA-AA-3713-11A-01R-1723-07	unc.edu.9a966df0-da41-4dd8-856a-82b40056c0d1.1784793.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3713-11	TCGA-AA-3713-11A-01R-1723-07	unc.edu.9a966df0-da41-4dd8-856a-82b40056c0d1.1785257.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3489-11	TCGA-AA-3489-11A-01R-1839-07	unc.edu.a6ce566a-b5c9-4f72-a0d0-1ad705e7cd5f.1867331.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3489-11	TCGA-AA-3489-11A-01R-1839-07	unc.edu.a6ce566a-b5c9-4f72-a0d0-1ad705e7cd5f.1868193.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3489-11	TCGA-AA-3489-11A-01R-1839-07	unc.edu.a6ce566a-b5c9-4f72-a0d0-1ad705e7cd5f.1868194.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3489-11	TCGA-AA-3489-11A-01R-1839-07	unc.edu.a6ce566a-b5c9-4f72-a0d0-1ad705e7cd5f.1868296.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3489-11	TCGA-AA-3489-11A-01R-1839-07	unc.edu.a6ce566a-b5c9-4f72-a0d0-1ad705e7cd5f.1868304.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3489-11	TCGA-AA-3489-11A-01R-1839-07	unc.edu.a6ce566a-b5c9-4f72-a0d0-1ad705e7cd5f.1869034.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3712-01	TCGA-AA-3712-01A-21R-1723-07	unc.edu.a8d4eaf8-812e-4842-bc6d-dc7c1c07c271.2215494.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3712-01	TCGA-AA-3712-01A-21R-1723-07	unc.edu.a8d4eaf8-812e-4842-bc6d-dc7c1c07c271.2216613.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3712-01	TCGA-AA-3712-01A-21R-1723-07	unc.edu.a8d4eaf8-812e-4842-bc6d-dc7c1c07c271.2216614.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3712-01	TCGA-AA-3712-01A-21R-1723-07	unc.edu.a8d4eaf8-812e-4842-bc6d-dc7c1c07c271.2216631.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3712-01	TCGA-AA-3712-01A-21R-1723-07	unc.edu.a8d4eaf8-812e-4842-bc6d-dc7c1c07c271.2216632.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3712-01	TCGA-AA-3712-01A-21R-1723-07	unc.edu.a8d4eaf8-812e-4842-bc6d-dc7c1c07c271.2216772.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3511-01	TCGA-AA-3511-01A-21R-1839-07	unc.edu.ada6b8cf-fdd9-4de9-8a4b-5e8fbaaf995d.1867604.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3511-01	TCGA-AA-3511-01A-21R-1839-07	unc.edu.ada6b8cf-fdd9-4de9-8a4b-5e8fbaaf995d.1869319.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3511-01	TCGA-AA-3511-01A-21R-1839-07	unc.edu.ada6b8cf-fdd9-4de9-8a4b-5e8fbaaf995d.1869320.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3511-01	TCGA-AA-3511-01A-21R-1839-07	unc.edu.ada6b8cf-fdd9-4de9-8a4b-5e8fbaaf995d.1869331.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3511-01	TCGA-AA-3511-01A-21R-1839-07	unc.edu.ada6b8cf-fdd9-4de9-8a4b-5e8fbaaf995d.1869334.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3511-01	TCGA-AA-3511-01A-21R-1839-07	unc.edu.ada6b8cf-fdd9-4de9-8a4b-5e8fbaaf995d.1869498.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5659-01	TCGA-A6-5659-01A-01R-1653-07	unc.edu.b0617934-4319-4d0c-aac4-c004349926f7.1781291.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5659-01	TCGA-A6-5659-01A-01R-1653-07	unc.edu.b0617934-4319-4d0c-aac4-c004349926f7.1782557.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5659-01	TCGA-A6-5659-01A-01R-1653-07	unc.edu.b0617934-4319-4d0c-aac4-c004349926f7.1782558.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5659-01	TCGA-A6-5659-01A-01R-1653-07	unc.edu.b0617934-4319-4d0c-aac4-c004349926f7.1782724.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5659-01	TCGA-A6-5659-01A-01R-1653-07	unc.edu.b0617934-4319-4d0c-aac4-c004349926f7.1782725.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5659-01	TCGA-A6-5659-01A-01R-1653-07	unc.edu.b0617934-4319-4d0c-aac4-c004349926f7.1783295.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6603-01	TCGA-AZ-6603-01A-11R-1839-07	unc.edu.b16349cb-2b41-4235-b20f-116b8c71604f.1874405.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6603-01	TCGA-AZ-6603-01A-11R-1839-07	unc.edu.b16349cb-2b41-4235-b20f-116b8c71604f.1875299.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6603-01	TCGA-AZ-6603-01A-11R-1839-07	unc.edu.b16349cb-2b41-4235-b20f-116b8c71604f.1875300.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6603-01	TCGA-AZ-6603-01A-11R-1839-07	unc.edu.b16349cb-2b41-4235-b20f-116b8c71604f.1875314.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6603-01	TCGA-AZ-6603-01A-11R-1839-07	unc.edu.b16349cb-2b41-4235-b20f-116b8c71604f.1875315.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6603-01	TCGA-AZ-6603-01A-11R-1839-07	unc.edu.b16349cb-2b41-4235-b20f-116b8c71604f.1875787.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2686-11	TCGA-A6-2686-11A-01R-A32Z-07	unc.edu.b2a99408-7ba1-40d7-8338-dc8c07d65aef.2303347.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2686-11	TCGA-A6-2686-11A-01R-A32Z-07	unc.edu.b2a99408-7ba1-40d7-8338-dc8c07d65aef.2305100.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2686-11	TCGA-A6-2686-11A-01R-A32Z-07	unc.edu.b2a99408-7ba1-40d7-8338-dc8c07d65aef.2305101.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2686-11	TCGA-A6-2686-11A-01R-A32Z-07	unc.edu.b2a99408-7ba1-40d7-8338-dc8c07d65aef.2305136.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2686-11	TCGA-A6-2686-11A-01R-A32Z-07	unc.edu.b2a99408-7ba1-40d7-8338-dc8c07d65aef.2305141.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2686-11	TCGA-A6-2686-11A-01R-A32Z-07	unc.edu.b2a99408-7ba1-40d7-8338-dc8c07d65aef.2305530.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2684-01	TCGA-A6-2684-01A-01R-1410-07	unc.edu.b63c5cf4-5e75-498e-b08f-ceb835b71182.1781014.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2684-01	TCGA-A6-2684-01A-01R-1410-07	unc.edu.b63c5cf4-5e75-498e-b08f-ceb835b71182.1783056.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2684-01	TCGA-A6-2684-01A-01R-1410-07	unc.edu.b63c5cf4-5e75-498e-b08f-ceb835b71182.1783057.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2684-01	TCGA-A6-2684-01A-01R-1410-07	unc.edu.b63c5cf4-5e75-498e-b08f-ceb835b71182.1783163.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2684-01	TCGA-A6-2684-01A-01R-1410-07	unc.edu.b63c5cf4-5e75-498e-b08f-ceb835b71182.1783166.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2684-01	TCGA-A6-2684-01A-01R-1410-07	unc.edu.b63c5cf4-5e75-498e-b08f-ceb835b71182.1783626.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6598-11	TCGA-AZ-6598-11A-01R-1774-07	unc.edu.ba28ba04-d709-48c8-bd20-2b036ef54e2c.1965415.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6598-11	TCGA-AZ-6598-11A-01R-1774-07	unc.edu.ba28ba04-d709-48c8-bd20-2b036ef54e2c.1965703.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6598-11	TCGA-AZ-6598-11A-01R-1774-07	unc.edu.ba28ba04-d709-48c8-bd20-2b036ef54e2c.1965704.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6598-11	TCGA-AZ-6598-11A-01R-1774-07	unc.edu.ba28ba04-d709-48c8-bd20-2b036ef54e2c.1965722.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6598-11	TCGA-AZ-6598-11A-01R-1774-07	unc.edu.ba28ba04-d709-48c8-bd20-2b036ef54e2c.1965723.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6598-11	TCGA-AZ-6598-11A-01R-1774-07	unc.edu.ba28ba04-d709-48c8-bd20-2b036ef54e2c.1965786.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5659-11	TCGA-A6-5659-11A-01R-1653-07	unc.edu.bdc32766-c722-43b9-946b-5204fd535f87.1803947.junction_quantification.txt
